10000 20
RM129LO 09:26:28 in
RM129LO 03:13:15 out
GS576QP 22:37:18 in
GS576QP 11:40:39 out
LP354LI 11:36:35 in
LP354LI 05:12:42 out
OS959WY 20:54:51 in
OS959WY 00:40:37 out
MA978FK 15:47:59 in
MA978FK 12:42:53 out
CP201BO 03:27:47 in
CP201BO 07:47:18 out
FP640XU 20:42:10 in
FP640XU 23:09:28 out
EU180DW 13:32:36 in
EU180DW 01:20:00 out
CB350JL 04:27:16 in
CB350JL 15:21:54 out
HG271XE 10:43:28 in
HG271XE 20:11:45 out
UP621JK 10:43:39 in
UP621JK 14:42:51 out
RH836TZ 03:37:36 in
RH836TZ 08:10:42 out
MA041PQ 13:12:37 in
MA041PQ 01:50:31 out
YP050LS 19:29:07 in
YP050LS 07:31:59 out
NZ733KK 00:37:33 in
NZ733KK 20:13:48 out
QH334MF 07:29:30 in
QH334MF 23:13:56 out
XC887AH 06:54:10 in
XC887AH 03:28:08 out
XG038UY 22:15:22 in
XG038UY 02:06:46 out
JG280SK 22:07:54 in
JG280SK 21:39:31 out
HH438GS 15:47:31 in
HH438GS 02:47:24 out
WY438JM 18:30:35 in
WY438JM 06:37:04 out
SM417JK 00:19:15 in
SM417JK 10:34:15 out
VS398IM 17:16:06 in
VS398IM 04:30:41 out
YT955QN 19:26:36 in
YT955QN 10:22:08 out
OY660SI 04:52:54 in
OY660SI 07:07:21 out
YH609VG 15:35:55 in
YH609VG 13:29:43 out
RM750PU 13:11:32 in
RM750PU 13:16:48 out
IP263WB 10:19:33 in
IP263WB 02:02:54 out
AD802WG 21:33:37 in
AD802WG 12:53:10 out
PY148DX 10:53:30 in
PY148DX 11:11:01 out
QW577KX 09:20:29 in
QW577KX 13:31:49 out
OX878ID 21:53:40 in
OX878ID 06:55:22 out
CW972HK 23:50:55 in
CW972HK 06:17:42 out
TR871AL 22:09:38 in
TR871AL 18:06:20 out
MA739XF 11:18:35 in
MA739XF 15:46:00 out
CX804MU 20:44:50 in
CX804MU 03:29:28 out
OS919KH 03:38:02 in
OS919KH 09:20:13 out
SP480QV 21:52:59 in
SP480QV 14:59:20 out
VV273TQ 04:23:43 in
VV273TQ 00:56:42 out
WJ765QC 06:18:48 in
WJ765QC 19:38:59 out
XU170GW 06:08:05 in
XU170GW 08:08:57 out
SW776RB 15:14:35 in
SW776RB 17:26:05 out
XO050HY 22:24:03 in
XO050HY 06:26:30 out
RH105QT 13:22:50 in
RH105QT 08:00:29 out
AQ669LF 17:28:56 in
AQ669LF 12:32:39 out
NV995YB 06:19:22 in
NV995YB 09:20:27 out
EV965AW 19:23:02 in
EV965AW 05:51:25 out
RZ398FR 18:50:51 in
RZ398FR 13:39:40 out
OC751XO 02:39:55 in
OC751XO 14:34:50 out
NW360BT 14:27:16 in
NW360BT 16:36:40 out
AE313LW 07:41:04 in
AE313LW 19:26:40 out
WM664ZT 05:55:44 in
WM664ZT 07:00:14 out
KG129TD 13:02:38 in
KG129TD 04:12:00 out
MS598RR 02:40:49 in
MS598RR 08:11:07 out
DO648QM 18:13:15 in
DO648QM 13:39:26 out
JL016RM 01:15:30 in
JL016RM 09:18:40 out
BE365RW 16:49:41 in
BE365RW 10:03:43 out
ND259IG 21:35:45 in
ND259IG 23:32:48 out
WO366DJ 15:01:43 in
WO366DJ 18:27:59 out
XL759QG 21:11:38 in
XL759QG 01:24:57 out
KM387QB 14:43:25 in
KM387QB 09:01:38 out
DV816DY 23:49:57 in
DV816DY 23:27:01 out
UJ695XR 09:26:23 in
UJ695XR 15:04:50 out
VE325JR 14:05:08 in
VE325JR 22:36:13 out
TJ979OW 02:44:47 in
TJ979OW 20:50:45 out
CM379XZ 23:55:13 in
CM379XZ 10:28:28 out
WA134PH 16:23:53 in
WA134PH 19:41:10 out
NE683ZD 20:12:07 in
NE683ZD 04:19:02 out
QT299ZV 07:48:16 in
QT299ZV 17:54:38 out
VE625TZ 09:16:11 in
VE625TZ 21:04:53 out
UM932MM 15:13:35 in
UM932MM 04:01:04 out
YI175JZ 10:22:51 in
YI175JZ 09:42:38 out
NR350QG 06:34:36 in
NR350QG 06:56:33 out
IZ655ZB 17:14:42 in
IZ655ZB 10:03:26 out
XD954MY 16:54:26 in
XD954MY 18:43:11 out
ST681WQ 11:38:03 in
ST681WQ 01:04:18 out
LC467WA 08:26:26 in
LC467WA 05:13:58 out
QS781FE 23:55:07 in
QS781FE 11:13:08 out
IL216WF 18:11:51 in
IL216WF 03:25:44 out
TY890XH 01:23:01 in
TY890XH 00:44:27 out
SQ964FY 06:56:36 in
SQ964FY 17:31:52 out
VI192UQ 03:09:37 in
VI192UQ 12:01:41 out
NO835XN 10:51:11 in
NO835XN 15:40:59 out
KF230XE 08:36:59 in
KF230XE 14:05:15 out
YD026XM 14:14:28 in
YD026XM 18:40:56 out
KJ519EQ 11:08:16 in
KJ519EQ 09:54:31 out
JB411NW 08:54:40 in
JB411NW 21:31:59 out
YX290DH 12:57:16 in
YX290DH 08:52:01 out
MV292EN 06:30:11 in
MV292EN 21:22:43 out
ON109YI 19:48:52 in
ON109YI 00:09:43 out
VL854NH 20:33:05 in
VL854NH 22:26:30 out
XM411HI 23:33:14 in
XM411HI 21:05:25 out
FT710QI 06:31:53 in
FT710QI 16:12:58 out
SV495FQ 06:51:14 in
SV495FQ 17:26:14 out
QV233OC 01:14:34 in
QV233OC 02:26:41 out
RN840GO 14:01:50 in
RN840GO 15:20:33 out
WP915VN 17:21:24 in
WP915VN 14:37:56 out
ZL706LS 03:55:15 in
ZL706LS 04:51:15 out
XV620UO 18:23:04 in
XV620UO 16:47:22 out
TZ164XR 20:25:25 in
TZ164XR 03:14:04 out
WI034SA 13:51:04 in
WI034SA 14:33:12 out
VG027VD 17:11:27 in
VG027VD 10:50:18 out
VF378GO 11:35:06 in
VF378GO 02:02:13 out
CT876SV 23:28:25 in
CT876SV 19:32:22 out
WQ218KU 05:57:55 in
WQ218KU 01:50:11 out
JI056KY 06:19:35 in
JI056KY 07:46:48 out
PB108KO 09:57:17 in
PB108KO 01:59:59 out
CZ824ZQ 18:05:16 in
CZ824ZQ 02:07:15 out
LI691YH 19:14:29 in
LI691YH 12:24:39 out
RT190UC 05:21:30 in
RT190UC 22:25:48 out
VM307JN 21:49:17 in
VM307JN 05:01:28 out
GL098QT 04:24:43 in
GL098QT 08:14:28 out
HN035TO 02:35:19 in
HN035TO 19:19:50 out
XJ388ON 15:22:10 in
XJ388ON 06:31:40 out
KD281EW 21:04:45 in
KD281EW 16:24:50 out
KB636AT 00:18:27 in
KB636AT 00:35:51 out
OS892RQ 11:49:13 in
OS892RQ 23:28:50 out
BC999VP 20:21:51 in
BC999VP 20:58:59 out
VE827GV 20:47:48 in
VE827GV 12:22:55 out
AR381AO 13:17:56 in
AR381AO 06:39:30 out
CC874SU 07:29:08 in
CC874SU 02:57:58 out
FT525QM 10:18:53 in
FT525QM 02:48:10 out
UK017BC 20:42:03 in
UK017BC 18:02:59 out
XY901WW 07:07:26 in
XY901WW 22:48:54 out
MV688TQ 13:33:41 in
MV688TQ 17:58:00 out
HT456YS 05:30:37 in
HT456YS 23:57:25 out
XJ931IP 17:17:53 in
XJ931IP 21:53:57 out
HM666XP 21:09:31 in
HM666XP 09:41:37 out
RR224RV 05:32:42 in
RR224RV 18:37:47 out
KP323ZM 08:26:43 in
KP323ZM 16:42:41 out
TO417DI 08:11:38 in
TO417DI 15:15:20 out
QA793WM 05:54:41 in
QA793WM 01:49:37 out
ZJ382XR 04:41:59 in
ZJ382XR 15:48:52 out
YS320DW 04:46:50 in
YS320DW 06:54:39 out
PS556DC 17:53:24 in
PS556DC 19:01:10 out
CG250ZR 22:21:05 in
CG250ZR 16:43:26 out
HM732UQ 01:09:09 in
HM732UQ 09:37:52 out
EJ466VA 15:00:49 in
EJ466VA 07:20:15 out
KS071LK 09:30:48 in
KS071LK 11:16:21 out
VD251YC 05:47:28 in
VD251YC 20:09:18 out
CN066FR 09:36:24 in
CN066FR 17:02:52 out
FQ944ZY 16:44:56 in
FQ944ZY 10:08:37 out
CH081SR 03:06:16 in
CH081SR 03:57:59 out
MI927MV 02:25:06 in
MI927MV 22:19:28 out
FZ147SY 22:53:27 in
FZ147SY 20:19:05 out
LG121SC 16:45:25 in
LG121SC 06:54:46 out
QJ140HB 17:36:12 in
QJ140HB 15:41:26 out
ER476SO 12:09:04 in
ER476SO 20:26:02 out
GR076NK 06:16:03 in
GR076NK 21:28:49 out
BZ150IB 19:12:42 in
BZ150IB 03:51:31 out
GR872ST 14:36:18 in
GR872ST 01:48:11 out
ID338KG 11:44:22 in
ID338KG 04:32:35 out
EL513CW 09:04:29 in
EL513CW 16:23:10 out
IS623JK 00:40:34 in
IS623JK 11:38:26 out
MY326EA 22:24:53 in
MY326EA 22:45:07 out
IT694PC 21:08:45 in
IT694PC 02:15:05 out
UK176SU 20:56:05 in
UK176SU 20:38:53 out
MK999NA 14:55:38 in
MK999NA 10:59:30 out
MX900DW 09:54:29 in
MX900DW 17:37:43 out
UM916GG 12:57:50 in
UM916GG 12:45:30 out
PQ990NP 12:59:26 in
PQ990NP 17:40:51 out
LO967ZK 08:24:59 in
LO967ZK 05:38:33 out
NW062CJ 04:57:09 in
NW062CJ 00:01:21 out
AX780UK 22:57:42 in
AX780UK 05:54:21 out
HC035CS 05:28:11 in
HC035CS 11:52:56 out
PD668SV 02:53:26 in
PD668SV 16:34:00 out
BV239EL 08:04:17 in
BV239EL 14:44:38 out
FB909JH 22:19:36 in
FB909JH 08:52:23 out
KO632YR 20:57:54 in
KO632YR 07:42:10 out
SN620LQ 13:57:16 in
SN620LQ 20:44:30 out
KD371PK 16:40:11 in
KD371PK 02:08:43 out
PP729RU 02:33:45 in
PP729RU 06:14:07 out
EJ616DJ 02:15:04 in
EJ616DJ 20:34:32 out
SU702NG 00:05:55 in
SU702NG 14:10:48 out
OA513DN 14:21:47 in
OA513DN 22:35:02 out
AI138GW 12:42:22 in
AI138GW 09:12:26 out
FB338ES 03:54:36 in
FB338ES 11:19:19 out
CQ392LX 00:31:16 in
CQ392LX 11:56:11 out
RF585SC 22:28:53 in
RF585SC 19:29:06 out
UI516RQ 05:54:24 in
UI516RQ 02:54:37 out
QT974YW 22:56:40 in
QT974YW 19:06:05 out
YD654QN 18:24:49 in
YD654QN 20:05:51 out
YD667KR 05:22:31 in
YD667KR 04:57:10 out
TP718UL 15:08:35 in
TP718UL 00:44:01 out
WK582HX 15:15:21 in
WK582HX 15:53:29 out
JR268SQ 22:55:33 in
JR268SQ 05:38:43 out
WD448HT 03:24:27 in
WD448HT 17:41:29 out
OH429KG 03:15:12 in
OH429KG 03:52:21 out
RI022XI 09:01:18 in
RI022XI 01:04:46 out
NX360EM 23:58:42 in
NX360EM 02:52:57 out
QT674LV 00:17:58 in
QT674LV 05:19:38 out
NV548KT 03:45:01 in
NV548KT 01:41:06 out
UQ549ZO 08:32:03 in
UQ549ZO 20:46:38 out
LF403QT 01:16:26 in
LF403QT 05:02:37 out
CJ952FT 12:00:50 in
CJ952FT 02:08:29 out
LV165BE 09:21:37 in
LV165BE 23:47:44 out
ZS368HM 07:42:38 in
ZS368HM 20:37:21 out
LB584DU 19:59:34 in
LB584DU 02:01:16 out
WD318QD 10:19:36 in
WD318QD 04:06:50 out
ZG257WT 07:24:37 in
ZG257WT 03:19:15 out
AK701BR 22:51:07 in
AK701BR 09:49:07 out
TW274TX 14:23:24 in
TW274TX 04:30:06 out
XL155GY 21:03:14 in
XL155GY 19:37:41 out
YJ408YU 09:41:16 in
YJ408YU 00:22:32 out
YU556XQ 06:32:28 in
YU556XQ 13:25:55 out
BL773HA 13:59:00 in
BL773HA 04:24:16 out
YO693LJ 04:46:40 in
YO693LJ 22:30:03 out
BZ084UH 01:56:26 in
BZ084UH 01:12:46 out
XB986ZV 08:46:35 in
XB986ZV 18:58:09 out
ST411CA 06:24:21 in
ST411CA 06:59:11 out
WY206TG 19:42:00 in
WY206TG 13:07:16 out
DG946UF 18:55:24 in
DG946UF 18:38:59 out
UK665WZ 12:06:55 in
UK665WZ 09:15:54 out
CZ712JH 23:55:44 in
CZ712JH 07:05:50 out
KD372QL 03:28:27 in
KD372QL 14:18:53 out
LH309OR 16:07:31 in
LH309OR 20:33:03 out
FK783CY 14:16:12 in
FK783CY 23:58:38 out
OU102ZY 13:35:52 in
OU102ZY 06:28:01 out
NA584JH 19:45:37 in
NA584JH 11:37:06 out
XY905GO 06:54:38 in
XY905GO 16:04:02 out
MY221AP 06:09:23 in
MY221AP 08:50:01 out
ZR603ON 02:50:19 in
ZR603ON 23:16:18 out
PC219BY 15:18:20 in
PC219BY 10:09:43 out
KS024XD 01:10:36 in
KS024XD 07:36:04 out
VB799BT 09:20:05 in
VB799BT 01:00:49 out
DN980JD 21:03:17 in
DN980JD 06:54:15 out
WI242NS 01:17:28 in
WI242NS 14:50:03 out
JR984BN 11:22:26 in
JR984BN 00:37:07 out
BE949AW 02:23:20 in
BE949AW 01:10:36 out
OW360SF 07:52:34 in
OW360SF 18:04:45 out
FZ116RB 05:14:03 in
FZ116RB 12:58:50 out
HT330LK 19:10:13 in
HT330LK 02:08:16 out
QQ349TJ 21:13:54 in
QQ349TJ 01:33:42 out
QR736WH 04:34:45 in
QR736WH 00:10:32 out
AW670CJ 02:28:52 in
AW670CJ 01:33:40 out
NY204TT 03:44:11 in
NY204TT 10:12:31 out
WT456SP 06:39:00 in
WT456SP 20:59:21 out
US685JB 15:23:43 in
US685JB 18:17:07 out
HO314BV 14:30:13 in
HO314BV 11:45:10 out
HU077JO 18:21:43 in
HU077JO 15:53:52 out
UB735BD 06:16:55 in
UB735BD 08:25:20 out
FC142DF 01:47:50 in
FC142DF 00:23:33 out
HA093TW 17:37:21 in
HA093TW 04:31:32 out
CL342DZ 20:05:43 in
CL342DZ 13:16:09 out
AA495IN 07:29:17 in
AA495IN 15:50:20 out
AG071SM 20:37:35 in
AG071SM 22:54:49 out
ZB236WW 06:27:18 in
ZB236WW 07:29:55 out
OY958RJ 15:39:29 in
OY958RJ 08:55:57 out
BS067CL 16:42:07 in
BS067CL 08:56:28 out
KN363XM 11:59:17 in
KN363XM 23:05:59 out
AN267JL 14:15:58 in
AN267JL 21:28:37 out
JN240OX 09:52:00 in
JN240OX 18:47:56 out
VO787RU 11:38:04 in
VO787RU 17:33:32 out
GB789FO 21:19:02 in
GB789FO 17:04:20 out
ET061IY 14:42:31 in
ET061IY 08:48:57 out
TY871AK 15:46:56 in
TY871AK 07:08:05 out
CJ277CX 13:43:25 in
CJ277CX 10:18:13 out
ZQ005RC 11:32:54 in
ZQ005RC 01:10:32 out
VM013ZC 02:54:09 in
VM013ZC 11:18:56 out
XN059HY 06:03:20 in
XN059HY 15:36:37 out
WD988PV 07:17:43 in
WD988PV 02:36:43 out
YD833OL 22:06:54 in
YD833OL 17:49:57 out
BM826EG 18:34:40 in
BM826EG 07:34:45 out
MU895YU 16:39:59 in
MU895YU 20:15:10 out
AD858WE 03:08:46 in
AD858WE 21:43:55 out
QR025FF 21:37:24 in
QR025FF 07:49:53 out
HD935LC 13:10:23 in
HD935LC 09:58:36 out
ZQ100IE 08:43:46 in
ZQ100IE 13:05:51 out
QO418CM 01:56:36 in
QO418CM 17:51:06 out
DL118VU 06:56:37 in
DL118VU 09:21:35 out
HC542NS 12:32:43 in
HC542NS 19:38:42 out
DU033QB 07:46:20 in
DU033QB 10:01:57 out
BI623EL 20:02:56 in
BI623EL 21:15:34 out
UO160TL 19:20:29 in
UO160TL 15:14:47 out
TY617EC 01:18:43 in
TY617EC 09:09:19 out
AY332ZT 03:49:23 in
AY332ZT 02:26:54 out
GA846KJ 07:08:45 in
GA846KJ 20:41:55 out
TX027OV 16:43:54 in
TX027OV 16:29:16 out
CU754YE 15:21:39 in
CU754YE 14:51:37 out
VU933KM 20:22:21 in
VU933KM 10:56:39 out
QW792WL 20:04:05 in
QW792WL 10:27:17 out
CT043TY 02:59:51 in
CT043TY 07:32:15 out
YP272JH 04:30:07 in
YP272JH 23:12:08 out
ZK534JG 17:41:30 in
ZK534JG 00:52:20 out
EM514EE 23:24:14 in
EM514EE 13:08:13 out
OK721VL 10:58:40 in
OK721VL 07:43:45 out
WB428FR 05:52:14 in
WB428FR 06:52:33 out
IT906LY 04:10:45 in
IT906LY 07:59:12 out
WI996NA 22:49:14 in
WI996NA 21:11:44 out
JB021PT 11:40:54 in
JB021PT 06:47:36 out
UH754EF 09:06:15 in
UH754EF 18:44:55 out
QS840FP 02:42:24 in
QS840FP 20:35:07 out
MS157HW 20:06:21 in
MS157HW 23:06:28 out
BO593YD 00:38:47 in
BO593YD 23:39:17 out
WK295UO 09:26:52 in
WK295UO 21:01:44 out
HC287MP 06:41:56 in
HC287MP 01:35:47 out
MZ582ZM 08:43:36 in
MZ582ZM 15:06:37 out
OB687OQ 03:53:07 in
OB687OQ 19:46:08 out
BW247WB 23:37:09 in
BW247WB 22:51:56 out
VV933LV 23:00:28 in
VV933LV 00:33:53 out
WE902PI 16:11:13 in
WE902PI 05:29:38 out
HP498KW 10:55:28 in
HP498KW 01:29:21 out
EI604NQ 14:24:30 in
EI604NQ 01:56:52 out
EO912FX 23:00:46 in
EO912FX 03:02:56 out
EA755QQ 10:26:43 in
EA755QQ 18:33:45 out
DY317JJ 19:49:20 in
DY317JJ 11:26:23 out
RJ122MR 17:27:39 in
RJ122MR 20:13:17 out
RL103QJ 22:57:20 in
RL103QJ 17:13:38 out
GG356CX 04:34:59 in
GG356CX 11:44:59 out
XJ302TQ 02:01:05 in
XJ302TQ 12:49:15 out
AD169SH 06:40:19 in
AD169SH 20:21:31 out
NK497BM 14:30:41 in
NK497BM 12:06:06 out
EA996QI 11:51:34 in
EA996QI 05:56:56 out
OO449OE 17:44:33 in
OO449OE 16:25:19 out
CP374FA 04:43:08 in
CP374FA 16:08:35 out
PH428CN 17:25:07 in
PH428CN 10:17:25 out
FZ864DO 18:09:52 in
FZ864DO 02:24:06 out
GB334LW 00:31:51 in
GB334LW 03:37:47 out
UI761EY 03:28:55 in
UI761EY 13:02:19 out
NB794FB 01:07:18 in
NB794FB 01:14:53 out
XB204RJ 20:18:20 in
XB204RJ 12:32:56 out
JO655FD 05:11:41 in
JO655FD 12:12:30 out
JK818YK 12:46:28 in
JK818YK 10:44:05 out
FS475LY 07:30:09 in
FS475LY 15:08:24 out
QA130TP 20:28:38 in
QA130TP 00:40:46 out
ME964OU 14:07:39 in
ME964OU 12:02:37 out
DV283VF 02:14:35 in
DV283VF 05:15:06 out
OP201NI 14:10:08 in
OP201NI 09:34:17 out
GA305SN 18:48:18 in
GA305SN 21:43:14 out
CM698OK 05:50:31 in
CM698OK 18:53:16 out
FC901ET 00:38:35 in
FC901ET 14:28:41 out
PF604CU 01:37:22 in
PF604CU 19:32:04 out
IR038DP 01:03:02 in
IR038DP 06:34:21 out
EJ468MY 03:56:58 in
EJ468MY 10:08:25 out
ZP356FO 11:54:26 in
ZP356FO 03:11:12 out
YN338XG 18:25:20 in
YN338XG 00:18:41 out
VT945FU 00:41:23 in
VT945FU 05:07:43 out
JJ965EK 09:03:26 in
JJ965EK 06:38:42 out
FP355BN 09:35:41 in
FP355BN 20:11:53 out
HU646DG 21:27:35 in
HU646DG 11:45:05 out
QB711DG 15:04:23 in
QB711DG 09:04:56 out
EV669KG 12:54:33 in
EV669KG 03:06:42 out
UE228IX 11:36:23 in
UE228IX 08:25:08 out
EV521AH 06:49:22 in
EV521AH 05:51:45 out
JC417AR 19:19:22 in
JC417AR 09:23:49 out
IH382FC 15:18:29 in
IH382FC 08:28:32 out
AJ101GH 15:17:13 in
AJ101GH 17:20:11 out
DQ811JA 07:28:00 in
DQ811JA 08:20:00 out
EV197ED 20:31:46 in
EV197ED 17:20:50 out
QI855KG 23:49:17 in
QI855KG 11:55:27 out
BC331MT 10:27:08 in
BC331MT 20:52:46 out
AX462CE 05:11:47 in
AX462CE 13:21:52 out
AR602NF 05:45:20 in
AR602NF 13:56:00 out
CY050UP 09:28:08 in
CY050UP 13:46:44 out
FR551RZ 21:48:02 in
FR551RZ 04:23:10 out
AZ633VU 19:52:28 in
AZ633VU 09:41:00 out
QQ765HR 12:41:20 in
QQ765HR 05:08:44 out
CA605KG 22:51:23 in
CA605KG 15:11:48 out
RT497YV 05:46:32 in
RT497YV 08:48:12 out
XV045ZB 23:13:46 in
XV045ZB 13:42:20 out
KI479ZK 03:41:35 in
KI479ZK 09:10:45 out
HM048FC 18:42:53 in
HM048FC 05:47:48 out
YY456CC 16:12:24 in
YY456CC 09:49:22 out
PQ301DN 21:12:24 in
PQ301DN 15:02:32 out
KZ486VQ 23:06:56 in
KZ486VQ 13:46:44 out
AQ259QM 10:26:01 in
AQ259QM 19:34:03 out
WW471AH 13:59:18 in
WW471AH 09:19:04 out
GL817VW 02:07:27 in
GL817VW 19:58:49 out
XQ535EP 15:03:24 in
XQ535EP 23:28:30 out
PO338NI 21:29:03 in
PO338NI 22:31:52 out
YM387OM 11:27:41 in
YM387OM 18:31:16 out
WL670CI 02:53:16 in
WL670CI 15:57:04 out
RB975ZT 23:02:10 in
RB975ZT 07:41:23 out
EZ458PK 13:22:04 in
EZ458PK 21:00:24 out
HP008EK 13:23:20 in
HP008EK 11:52:04 out
JZ451JB 11:34:11 in
JZ451JB 06:41:13 out
NI225XD 07:24:38 in
NI225XD 14:07:56 out
HB298ZN 22:08:46 in
HB298ZN 08:50:38 out
JM690DQ 05:05:10 in
JM690DQ 01:52:40 out
AF152QZ 04:10:28 in
AF152QZ 03:26:12 out
XY288QI 22:03:28 in
XY288QI 19:50:49 out
SA677AK 22:41:00 in
SA677AK 16:32:52 out
AZ729KT 16:00:54 in
AZ729KT 12:20:47 out
CX846PG 01:32:34 in
CX846PG 17:16:10 out
RK442YD 03:51:25 in
RK442YD 02:28:52 out
SZ190AQ 15:27:37 in
SZ190AQ 23:43:48 out
FT556VU 10:39:57 in
FT556VU 07:31:17 out
PT683VQ 01:14:04 in
PT683VQ 17:47:23 out
PD790XQ 06:50:49 in
PD790XQ 14:24:20 out
QD332ZN 17:22:12 in
QD332ZN 10:21:28 out
NG719WA 17:07:33 in
NG719WA 05:36:25 out
CC415MI 19:58:42 in
CC415MI 13:08:42 out
GK466ZP 02:12:00 in
GK466ZP 10:54:26 out
HW436FT 12:12:11 in
HW436FT 20:59:13 out
LO303YU 14:55:22 in
LO303YU 17:10:12 out
YG586BM 12:55:41 in
YG586BM 03:50:09 out
AD480SP 07:34:45 in
AD480SP 03:48:17 out
KV486XS 21:13:27 in
KV486XS 13:56:07 out
CQ848GT 18:14:35 in
CQ848GT 05:44:07 out
VV105MP 04:52:47 in
VV105MP 04:37:34 out
DB379SG 14:03:35 in
DB379SG 08:21:57 out
QY095DF 07:32:15 in
QY095DF 05:16:33 out
YP599WW 13:05:47 in
YP599WW 21:34:41 out
SA051TJ 02:29:34 in
SA051TJ 21:27:06 out
JG265YD 21:20:23 in
JG265YD 21:50:58 out
YG301LQ 05:55:11 in
YG301LQ 10:40:55 out
FJ548MX 06:03:01 in
FJ548MX 05:43:56 out
TK174QK 06:37:14 in
TK174QK 22:37:37 out
CW889ZH 20:49:41 in
CW889ZH 13:21:41 out
LL859JM 13:07:44 in
LL859JM 08:47:40 out
SG344ID 06:10:38 in
SG344ID 09:04:33 out
RQ029IT 23:55:44 in
RQ029IT 10:39:21 out
KB621MZ 15:01:19 in
KB621MZ 14:46:50 out
DM371WH 15:55:50 in
DM371WH 01:08:48 out
CF715AG 22:35:16 in
CF715AG 12:00:05 out
QO184EV 12:53:36 in
QO184EV 23:39:02 out
TI338XA 05:48:07 in
TI338XA 10:47:27 out
PQ013EK 07:21:54 in
PQ013EK 03:05:03 out
AP459WX 11:52:07 in
AP459WX 04:21:14 out
PG163BB 07:53:10 in
PG163BB 16:14:38 out
FO870OF 01:42:16 in
FO870OF 12:12:33 out
DK591GB 00:05:12 in
DK591GB 11:01:11 out
UA663TX 16:44:48 in
UA663TX 13:27:02 out
LM208LW 07:25:22 in
LM208LW 07:52:37 out
IT753TL 16:15:48 in
IT753TL 08:35:41 out
KE324LB 10:46:06 in
KE324LB 07:53:47 out
GR711SV 19:19:19 in
GR711SV 11:55:55 out
LP211UC 13:41:57 in
LP211UC 07:34:52 out
YN301QZ 11:43:47 in
YN301QZ 14:49:45 out
YM560UH 22:50:11 in
YM560UH 16:17:12 out
MK311FO 19:08:50 in
MK311FO 04:54:47 out
ZV482JM 11:38:39 in
ZV482JM 09:25:31 out
HC017VZ 14:43:19 in
HC017VZ 09:05:28 out
GW935JI 07:43:18 in
GW935JI 09:21:44 out
MX152EJ 09:31:43 in
MX152EJ 06:02:29 out
BT091EO 16:06:26 in
BT091EO 06:45:31 out
UF583NR 15:58:54 in
UF583NR 11:44:10 out
MQ288IG 04:42:43 in
MQ288IG 17:01:29 out
XZ540WE 04:24:25 in
XZ540WE 21:37:48 out
SU629PV 07:30:11 in
SU629PV 13:30:13 out
HC409US 04:24:12 in
HC409US 04:29:20 out
YE487PY 12:54:23 in
YE487PY 16:21:24 out
YM690UU 02:56:10 in
YM690UU 00:16:55 out
IB100HP 08:28:19 in
IB100HP 22:07:07 out
PW467CJ 23:17:38 in
PW467CJ 20:41:19 out
QD886WO 17:38:42 in
QD886WO 00:36:41 out
XI100VA 12:13:52 in
XI100VA 05:06:45 out
JI801UN 16:13:44 in
JI801UN 22:25:09 out
OI650NZ 20:36:19 in
OI650NZ 13:18:59 out
YQ767OJ 17:18:01 in
YQ767OJ 01:32:37 out
DJ983MY 02:25:15 in
DJ983MY 03:37:38 out
RM165JV 05:33:26 in
RM165JV 20:10:52 out
CX855IW 21:15:34 in
CX855IW 05:41:51 out
KM285BY 17:52:44 in
KM285BY 03:13:10 out
DZ848IE 16:14:50 in
DZ848IE 23:25:55 out
IR023UX 05:58:47 in
IR023UX 21:45:24 out
LF131XB 12:58:03 in
LF131XB 03:30:46 out
VW692EY 04:01:31 in
VW692EY 22:42:26 out
SF842NZ 23:41:28 in
SF842NZ 01:28:46 out
BZ603WG 09:21:42 in
BZ603WG 11:20:56 out
OU861PN 01:27:42 in
OU861PN 08:12:57 out
GG552YG 11:09:16 in
GG552YG 04:01:39 out
VW715EU 23:56:05 in
VW715EU 16:13:01 out
GK346WM 12:20:04 in
GK346WM 04:32:25 out
EE649JV 21:17:40 in
EE649JV 08:01:47 out
YZ874WO 22:24:40 in
YZ874WO 10:22:50 out
GN904EJ 21:45:20 in
GN904EJ 12:24:15 out
UA691IL 01:48:39 in
UA691IL 09:12:16 out
SK574UB 23:31:28 in
SK574UB 10:34:56 out
EW678FZ 18:10:10 in
EW678FZ 04:59:31 out
CG417LC 08:56:11 in
CG417LC 04:41:55 out
XT658GZ 13:13:23 in
XT658GZ 04:14:41 out
MM716ZY 14:19:26 in
MM716ZY 12:45:25 out
LE863CD 19:34:27 in
LE863CD 23:22:04 out
OZ769CD 16:59:02 in
OZ769CD 15:56:21 out
PP661BX 17:03:30 in
PP661BX 13:29:23 out
OS225EG 23:43:10 in
OS225EG 20:15:19 out
FO241XR 12:42:31 in
FO241XR 19:06:08 out
KM473TG 02:09:36 in
KM473TG 07:29:27 out
JM028LW 02:26:00 in
JM028LW 15:43:33 out
LO826NX 15:11:03 in
LO826NX 03:37:47 out
EY863PO 05:41:36 in
EY863PO 09:58:26 out
CQ534TM 21:41:48 in
CQ534TM 11:04:13 out
IM239VE 21:38:23 in
IM239VE 23:06:41 out
IM697DE 03:59:50 in
IM697DE 10:47:22 out
YG902WM 14:02:49 in
YG902WM 17:15:29 out
PN225UJ 01:36:27 in
PN225UJ 20:02:15 out
ZV966AW 13:53:36 in
ZV966AW 22:25:04 out
TY750BA 22:11:49 in
